# OpenSignals Text File Format
# {"20:16:12:22:51:27": {"sensor": ["RAW", "RAW", "RAW", "RAW"], "device name": "20:16:12:22:51:27", "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A3", "A4", "A5"], "sync interval": 2, "time": "1:39:7.764", "comments": "", "device connection": "BTH20:16:12:22:51:27", "channels": [1, 3, 4, 5], "keywords": "", "mode": "bitalino_rev", "digital IO": [0, 0, 1, 1], "firmware version": 1281, "device": "bitalino_rev", "position": 0, "sampling rate": "bitalino_rev", "label": ["A1", "A3", "A4", "A5"], "resolution": [4, 1, 1, 1, 1, 10, 10, 10, 10], "date": "2017-9-3", "special": [{}, {}, {}, {}]}}
# EndOfHeader
0	0	0	0	0	520	604	563	488	
1	0	0	0	0	472	604	563	488	
2	0	0	0	0	425	604	564	488	
3	0	0	0	0	406	604	563	487	
4	0	0	0	0	408	604	563	488	
5	0	0	0	0	411	604	564	487	
6	0	0	0	0	411	604	564	487	
7	0	0	0	0	398	604	564	487	
8	0	0	0	0	385	604	564	487	
9	0	0	0	0	426	604	564	487	
10	0	0	0	0	493	604	564	487	
11	0	0	0	0	536	604	564	487	
12	0	0	0	0	584	604	564	487	
13	0	0	0	0	602	604	563	487	
14	0	0	0	0	600	604	563	487	
15	0	0	0	0	600	604	563	487	
0	0	0	0	0	612	604	563	487	
1	0	0	0	0	648	604	564	487	
2	0	0	0	0	662	604	563	487	
3	0	0	0	0	597	604	563	487	
4	0	0	0	0	523	604	564	487	
5	0	0	0	0	474	603	563	487	
6	0	0	0	0	440	604	564	487	
7	0	0	0	0	417	604	563	487	
8	0	0	0	0	398	604	563	487	
9	0	0	0	0	393	604	564	487	
10	0	0	0	0	410	604	563	487	
11	0	0	0	0	401	604	564	487	
12	0	0	0	0	389	604	563	487	
13	0	0	0	0	424	603	563	487	
14	0	0	0	0	488	604	564	487	
15	0	0	0	0	542	604	563	487	
0	0	0	0	0	580	604	563	487	
1	0	0	0	0	597	604	564	487	
2	0	0	0	0	603	604	563	487	
3	0	0	0	0	607	604	563	487	
4	0	0	0	0	598	604	564	487	
5	0	0	0	0	632	604	563	487	
6	0	0	0	0	655	604	563	487	
7	0	0	0	0	621	604	564	487	
8	0	0	0	0	540	604	563	487	
9	0	0	0	0	474	604	563	487	
10	0	0	0	0	425	604	563	487	
11	0	0	0	0	395	604	564	487	
12	0	0	0	0	411	604	563	487	
13	0	0	0	0	405	604	563	487	
14	0	0	0	0	415	604	563	487	
15	0	0	0	0	414	604	564	487	
0	0	0	0	0	397	604	564	486	
1	0	0	0	0	422	603	563	487	
2	0	0	0	0	486	603	564	488	
3	0	0	0	0	536	604	564	487	
4	0	0	0	0	575	604	563	487	
5	0	0	0	0	597	603	564	488	
6	0	0	0	0	608	603	563	487	
7	0	0	0	0	604	603	564	487	
8	0	0	0	0	601	604	563	487	
9	0	0	0	0	639	604	564	487	
10	0	0	0	0	655	604	564	487	
11	0	0	0	0	600	603	563	487	
12	0	0	0	0	532	604	563	487	
13	0	0	0	0	479	603	563	487	
14	0	0	0	0	433	603	563	487	
15	0	0	0	0	412	604	564	487	
0	0	0	0	0	402	603	563	487	
1	0	0	0	0	405	604	563	486	
2	0	0	0	0	414	603	563	487	
3	0	0	0	0	401	604	563	487	
4	0	0	0	0	385	604	564	487	
5	0	0	0	0	420	603	564	487	
6	0	0	0	0	489	603	563	487	
7	0	0	0	0	536	603	563	487	
8	0	0	0	0	574	603	563	487	
9	0	0	0	0	591	603	563	487	
10	0	0	0	0	601	604	563	487	
11	0	0	0	0	602	603	564	487	
12	0	0	0	0	605	603	563	487	
13	0	0	0	0	648	603	564	487	
14	0	0	0	0	659	604	564	486	
15	0	0	0	0	596	604	563	486	
0	0	0	0	0	523	603	564	487	
1	0	0	0	0	471	603	564	487	
2	0	0	0	0	430	603	563	487	
